31.402027 	-89.536072 	
19.986918 	-87.460999 	
13.075462 	-81.187524 	
8.290608 	-74.701389 	
5.951346 	-68.002594 	
3.824744 	-59.070866 	
2.761444 	-48.118867 	
2.442453 	-37.166868 	
2.229793 	-23.237627 	
2.548783 	-10.478017 	
2.761444 	4.089205 	
2.548783 	15.041204 	
2.229793 	30.565397 	
2.229793 	41.411065 	
3.080434 	53.639025 	
5.313366 	67.355607 	
8.715928 	76.499994 	
11.693171 	80.646867 	
15.946374 	85.112731 	
22.113519 	88.196303 	
28.174334 	89.791255 	
32.427538 	90.216575 	
38.169362 	89.472265 	
43.485867 	88.089973 	
49.440351 	85.219061 	
55.182176 	81.497508 	
59.010059 	77.882285 	
61.987302 	73.841742 	
66.240505 	68.418907 	
69.643068 	62.251762 	
72.832970 	53.532695 	
74.853242 	44.494638 	
75.597553 	37.051532 	
75.172232 	29.608426 	
74.002601 	21.739999 	
72.513980 	15.253864 	
71.450679 	9.405709 	
71.450679 	3.132234 	
71.344349 	-3.885551 	
71.450679 	-9.308386 	
72.939301 	-18.027453 	
75.703883 	-29.617432 	
75.597553 	-40.250441 	
74.853242 	-44.609975 	
72.939301 	-53.329042 	
69.643068 	-62.579759 	
66.772156 	-67.258283 	
64.220233 	-71.405156 	
60.498680 	-75.871020 	
57.096118 	-79.379913 	
53.161905 	-83.101466 	
47.951730 	-85.547058 	
43.698527 	-87.567329 	
36.680741 	-88.630630 	
35.830100 	-85.653388 	
34.447809 	-80.974864 	
32.321208 	-75.871020 	
30.938916 	-73.638088 	
24.771771 	-71.298826 	
19.029947 	-68.215254 	
14.847631 	-63.749390 	
10.807087 	-56.837935 	
8.467826 	-49.926479 	
6.341224 	-40.569432 	
5.915903 	-27.809821 	
6.660214 	-18.771764 	
7.723515 	-7.819765 	
7.829845 	4.195535 	
7.085534 	15.147534 	
6.553884 	22.271650 	
6.447554 	36.732541 	
7.829845 	48.747841 	
12.083048 	59.912500 	
19.207164 	69.056888 	
26.012290 	72.459450 	
31.222464 	74.373392 	
37.495939 	74.054402 	
42.812443 	73.735411 	
48.128948 	71.183489 	
54.508753 	67.993587 	
59.080947 	64.272034 	
65.141762 	56.190947 	
68.863315 	48.960501 	
71.096246 	40.028774 	
70.777256 	29.502095 	
68.437994 	20.570368 	
66.736713 	11.851301 	
66.098732 	-9.521046 	
68.650654 	-20.154055 	
70.883586 	-28.873122 	
71.096246 	-39.825121 	
68.863315 	-48.544188 	
65.673412 	-54.923993 	
61.632869 	-60.453158 	
56.635355 	-65.982322 	
48.979588 	-69.916535 	
44.513725 	-72.893778 	
40.260521 	-73.212768 	
35.688328 	-73.638088 	
34.731357 	-70.235526 	
33.880716 	-67.364613 	
31.647784 	-64.174711 	
27.181921 	-62.260769 	
22.928717 	-59.921507 	
19.526155 	-57.475915 	
16.229922 	-53.222712 	
13.678000 	-47.799877 	
12.295709 	-42.589703 	
11.445068 	-38.442830 	
